Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
"CIA
4.1",-1,1947,-1,Federal Agencies,"Please note that this role requires relocation to Washington D.C.
As a Human Resources (HR) Analyst with the CIA, you will contribute to the Agency mission at every level. You will provide workforce metrics, reports, and analysis to broaden senior leadership and management’s understanding of the workforce and inform their decision-making. You will go beyond structuring data and descriptive reporting to produce highly analytic, actionable assessments, as well as apply data visualization methodologies and software. You will also play a critical role in strengthening HR’s strategic business partnerships by collaborating with customers and serving as workforce analytics and strategy experts.

Offices of the CIA - Directorate of Support


The Directorate of Support (DS) provides everything the CIA needs to accomplish its critical mission of defending our nation. The DS provides business operations support to Agency components including all aspects of security, logistics, facilities, finance, education, medical services and human resources. Learn more about the Directorate of Support.

Qualifications
US citizenship required (dual-national US citizens eligible). All positions require relocation to the Washington, DC metro area.

Minimum Qualifications:
Bachelor’s degree in one of the following fields or related studies with emphasis on statistical analysis:
Business Administration
Psychology
Human Resources
Statistics
Behavioral Data Science
Mathematics
Economics
Computer Science
Social Science
Physical Science or relevant field
Equivalent experience working with HR data and analytics
GPA of at least 3.0 on a 4-point scale
Strong analytic and problem-solving skills
Ability to apply information maintained in HR systems to address organizational issues and questions
Ability to analyze workforce data and identify relationships between and among datasets, and draw conclusions about the data
Ability to write clearly and concisely
Ability to develop and deliver briefings on complex or sensitive issues to managerial level audiences as appropriate
Exceptional customer service skills
Excellent organizational and time management skills, including the ability to multi-task and prioritize to meet business deadlines
Strong attention to detail
Ability to work both independently and on teams
Desired Qualifications:


Experience in one or more of the following areas:
Human Resources processes and data
Data analysis, research methods and ability to prepare analytic reports
Project management
Quantitative and qualitative analysis
Data visualization
Interpreting, presenting and explaining data
Working with large data sets and analyzing data from various sources
Familiarity with analytic tools and languages such as: SPSS, Tableau or other relational databases, Cognos, SQL, Python, R and Excel
All applicants must successfully complete:


A thorough medical and psychological exam
A polygraph interview
A comprehensive background investigation
To be considered suitable for Agency employment, applicants must generally not have used illegal drugs within the last 12 months. The issue of illegal drug use prior to 12 months ago is carefully evaluated during the medical and security processing.

How to Apply
If you are ready to apply, add this position to your job cart. You can add up to four (4) positions. Job cart selections will only be retained during this site visit, so be sure to click ""Apply Now"" before closing the browser window. After clicking ""Apply Now"" you will be taken to the application account creation page. The positions will appear in the cart once you have created an account.

DO NOT submit multiple applications; this will only slow the review of your application and delay processing. Please read the Application Instructions carefully before you begin the online application process.
Important application instructions for this position:

The following items must be attached to your on-line application (PDF format preferred):
Resume
Cover letter in which you specify your qualifications for this position. Please address why you want to work in this role and what differentiates you from other applicants.
Unofficial transcripts for all degrees

Important Notice: Friends, family, individuals, or organizations may be interested to learn that you are seeking employment with the CIA. Their interest, however, may not be benign or in your best interest. Once you reveal your interest you lose control of that information. We ask all applicants to exercise discretion and good judgment in disclosing your interest in a position with the CIA. You will receive further guidance on this topic as you proceed through your CIA employment processing.",Human Resources Analyst - Relocate to Washington D.C.,"New York, NY",4.1,Unknown / Non-Applicable,157 k$-169 k$ (Esti. de Glassdoor),Government,Unknown,Government
DataCatalyst LLC,-1,-1,-1,-1,"Business Development / Project Business Analyst (contract or full-time)
We are looking for a Business Development / Project Business Analyst to seek new business opportunities by contacting and developing relationships with potential customers. The BD / PBA will also be responsible for followup with clients after meetings, trade-shows, and seminars. The BD / PBA will analyze and document business requirements and testing in support of client projects.

If you are motivated and results-driven and enjoy working in a team environment, we’d like to meet you. Ultimately, you will boost sales and contribute to our long-term business growth. The ideal candidate has experience navigating through organizations, doing deep discovery, and speaking to multiple decision makers.
Responsibilities:
Understand DataCatalyst’s offerings, effectively communicate and apply them to each prospects needs
Qualify leads from marketing campaigns as sales opportunities
Track and manage prospects through Salesforce.com
Set up meetings or calls between (prospective) clients and DataCatalyst associates
Report to the Business Development Manager on (weekly/monthly/quarterly) sales results
Research, identify, and tenaciously generate weekly new opportunities
Methodically qualify, build, and manage an accurate sales pipeline; maintain a high volume of activity including outbound calls, emails, & social selling
Use data to understand business patterns and trends
Analyze internal and external data through quantitative research
Collaborate with cross-functional team
About You
Excellent written/verbal communication skills
Bachelor’s degree from an accredited University is strongly preferred
Energetic; an upbeat attitude goes a long way
Organized, able to prioritize and take initiative with strong time management skills
Confident, competitive, eager, and positive attitude
Strong problem solving skills
Ability to work in a fast paced, team environment
Highly results-oriented; you want your work to make a direct impact on the business
Unafraid of rejection; you need to brush it off when people tell you “no thanks”
Empathetic; you connect well with other people and understand the customer’s pain points
Entrepreneurial; you’re willing to do whatever it takes to get the job done
A good technical aptitude and genuine interest in technology and data solutions
Preferred Qualifications
Experience with CRM software (e.g. Salesforce)
Master Data Management, Analytics, or other data experience
Working with a professional services firm (ideally consulting)
1-5 years of professional services or corporate software sales experience
Experience building Business Requirements Documents (BRDs) or equivalent
Strong attention to detail
Inside sales or enterprise prospecting experience a plus
What We Offer
Competitive compensation package along with incentives to allow you to share in what you have contributed
Contact: careers AT datacatalyst.com
About DataCatalyst
DataCatalyst is a global management and technology consulting firm which specializes in Data Management, Data Monetization and Data Governance. Our offices in the United States, England, Switzerland, and Russia provide strategy through implementation services for clients in industries including Financial Services, Healthcare, Retail, and Manufacturing/Distribution. For more information, please visit www.datacatalyst.com

DataCatalyst LLC is an Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. DataCatalyst will not pay fees to any third-party agency or company that does not have a signed agreement with DataCatalyst LLC.

Job Types: Full-time, Contract

Pay: $25.00 - $30.00 per hour

Benefits:
Flexible schedule
Paid time off
Schedule:
Monday to Friday
Supplemental Pay:
Bonus pay
Education:
Bachelor's (Preferred)
Experience:
Sales Experience: 1 year (Preferred)
Work Location:
Fully Remote",Business Development / Project Business Analyst,"New York, NY",-1,-1,157 k$-169 k$ (Esti. de Glassdoor),-1,-1,-1
"BGC Partners
2.6",-1,-1,-1,Investment Banking & Asset Management,"Cantor Fitzgerald: Analyst, Healthcare Investment Banking

The Healthcare Investment Banking group at Cantor consists of approximately 50 bankers, and over the past year has successfully executed 100+ transactions across M&A advisory, equity and debt capital markets.

Analysts will work on assignments across all healthcare subsectors, including healthcare services, biopharmaceuticals, medical technology, life sciences tools and diagnostics, and HCIT and on projects across all investment banking products, including M&A advisory, equity and debt capital markets. Lean transaction teams allow our Analysts a strong learning platform and assume high levels of responsibility at early stages of their careers.

Candidates must have a strong interest in investment banking with solid quantitative and analytical skills, as well the ability to think broadly about a range of strategic issues confronting the firm’s clients. Knowledge of accounting, valuation, finance, and business strategy is a must. Responsibilities for an Analyst include performing financial and valuation analysis, resolving complex financial and accounting issues, advanced modeling, credit analysis, due diligence, drafting client presentation materials, execution of live transactions, and assistance with new business development.

Duties and Responsibilities:
Coordination of various processes, including capital raises and advisory transactions
Preparation of offering memoranda, proposals and other written materials for meetings with clients
Perform research and various analyses in support of new business generation
Organize and participate in marketing and client meetings
Leading and participating in drafting sessions for underwriting assignments
Conducting industry and company-specific due diligence related to transactions
Interact with corporate clients, private equity firms, venture capital firms and senior bankers

Specific Qualifications:
Undergraduate degree from a top-tier school
1-2 years of relevant work experience
Self-motivated individuals who display initiative, drive, and leadership
Excellent grasp of corporate finance, valuation, and financial accounting
Strong communications skills, both written and oral
Minimum cumulative GPA of 3.5/4.0","Cantor Fitzgerald: Healthcare Investment Banking, Analyst","New York, NY",2.6,$2 to $5 billion (USD),157 k$-169 k$ (Esti. de Glassdoor),Finance,1001 to 5000 Employees,Company - Public
"InfoPeople
4.1",-1,1998,-1,IT Services,"Our midtown NYC client is a premier hedge fund

They are looking to hire a sharp quant developer to join their team of over 1700 global employees.

Role/Responsibilities:
? Implement automated/algorithmic trading systems and their components
? Implement signals and platform for automated market-making/stat arb strategies
? Work with strategies involving Central Risk Book, dissemination of Indications of Interest
Integrate order management systems and execution management systems ? Automate trading workflows

Requirements: ? 5+ years' experience working as part of a team supporting a quantitative/automated trading group.

? Experience with Python, C++ and SQL in a Linux environment.
? Experience with messaging (ActiveMQ/Tibco) and Google Protobuf/gRPC.
? Strong background in statistics, optimization, and market structure.
? Comfortable handling multiple projects and working on different problems.
? Undergraduate or higher degree in Computer Science, Mathematics, or other quantitative discipline.
? Empirical, independent, detail-oriented mindset. Ability to work with multiple teams across the organization (front-office, traders, technologists, and external brokers)
? Sense of ownership of his/her work, working well both independently and within a small collaborative team.",Quant Developer,"New York, NY",4.1,$10 to $25 million (USD),157 k$-169 k$ (Esti. de Glassdoor),Information Technology,1 to 50 Employees,Company - Private
"Citibank
3.5",-1,-1,-1,Lending,"The Business Risk Intmd Analyst is a developing professional role. Deals with most problems independently and has some latitude to solve complex problems. Integrates in-depth specialty area knowledge with a solid understanding of industry standards and practices. Good understanding of how the team and area integrate with others in accomplishing the objectives of the subfunction/ job family. Applies analytical thinking and knowledge of data analysis tools and methodologies. Requires attention to detail when making judgments and recommendations based on the analysis of factual information. Typically deals with variable issues with potentially broader business impact. Applies professional judgment when interpreting data and results. Breaks down information in a systematic and communicable manner. Developed communication and diplomacy skills are required in order to exchange potentially complex/sensitive information. Moderate but direct impact through close contact with the businesses' core activities. Quality and timeliness of service provided will affect the effectiveness of own team and other closely related teams. Responsibilities: The primary function of this position is the timely execution of the Managers Control Assessment (MCA) program. The responsibilities include planning, testing and reporting. Test and monitor key controls which have been identified for each product line and document results. Liaise with business and line control officers on any deficiencies or control gaps as well as ensuring appropriate remedial actions are in place where deficiencies are identified. Document, implement and execute Corrective Action Plan (CAP) for management of control issues Appropriately assess risk when business decisions are made, demonstrating particular consideration for the firm's reputation and safeguarding Citigroup, its clients and assets, by driving compliance with applicable laws, rules and regulations, adhering to Policy, applying sound ethical judgment regarding personal behavior, conduct and business practices, and escalating, managing and reporting control issues with transparency. Qualifications: 2-5 years relevant experience in risk, compliance, audit or regulatory functions. Experience in working with the various risk and control systems and reporting requirements Project management skills. Excellent organizational skills, ability to multitask and adapt to change. Problem solver with the ability to translate plans in actions Consistently demonstrates clear and concise written and verbal communication skills Proficient in Microsoft Office with an emphasis on MS Excel Self-motivated and detail oriented Education: Bachelors/University degree or equivalent experience ------------------------------------------------- Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - US ------------------------------------------------------ Time Type :Full time ------------------------------------------------------ Citi is an equal opportunity and affirmative action employer. Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity. Citigroup Inc. and its subsidiaries (""Citi) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity CLICK HERE . To view the ""EEO is the Law"" poster CLICK HERE . To view the EEO is the Law Supplement CLICK HERE . To view the EEO Policy Statement CLICK HERE . To view the Pay Transparency Posting CLICK HERE .","Business Risk Analyst / Banking, Capital Markets and Advisory","New York, NY",3.5,$50 to $100 million (USD),157 k$-169 k$ (Esti. de Glassdoor),Finance,5001 to 10000 Employees,Subsidiary or Business Segment
"AllianceBernstein
3.3",-1,1967,-1,Investment Banking & Asset Management,"AB Arya Partners (“Arya”) is a separate business unit within AllianceBernstein L.P. (AB). AllianceBernstein is composed of five separate business units. Arya is fundamental long/short equity-focused multi-manager platform investing across industries and geographies.

Job Description:

As a TMT focused Research Analyst, you will:
Gain insight to the challenging dynamics of working on an equity focused, long/short, multi-manager hedge-fund platform
Acquire expertise working with a Portfolio Manager who is a seasoned Global TMT sector expert and who is responsible for autonomously managing an independent portfolio within Arya
Contribute to a process driven model for fundamental, in-depth analysis of an industry and subset of companies, and make contributions to forward-looking financial analysis.
Assist in the construction and management of a portfolio of long/short equity & related instruments with a focus on generating high idiosyncratic returns
Apply financial acumen and curiosity to help shape the team’s investment decisions
Update individual models & research notes on a regular basis in keeping with the investment and compliance process requirements
Perform primary research; attend industry events; build relationships with sell-side analysts and research peers
Conduct yourself with the highest levels of professionalism and integrity
Interact with trading, management, and other research teams across the firm
Qualifications, Experience, Education:

A candidate should possess:
A bachelor’s degree with a strong academic record
Must have 4-7 years of experience within financial services (at either a hedge fund, equity research, investment banking or relevant industry experience covering the TMT sector), including a minimum of 1 year within an equity long-short framework
TMT sector experience is mandatory
Excellent broad-based analytical skills with a strong quantitative background (may have credentials such as the CFA or CPA)
Outstanding verbal and written communication skills
Relentless intellectual curiosity and a drive to excel at the highest level
Genuine desire to be a team player and work in a highly rigorous and collegial environment
New York City, New York",Arya Partners - TMT Research Analyst,"New York, NY",3.3,$2 to $5 billion (USD),157 k$-169 k$ (Esti. de Glassdoor),Finance,1001 to 5000 Employees,Company - Public
"Bertelsmann, Inc.
3.6",-1,1835,-1,Publishing,"Overview

This position supports the Indirect Tax function, including sales/use tax, property tax and other non-income taxes. The primary focus of this position will be ownership of the preparation process for indirect tax compliance and online record retention. This position requires a team player that is proactive, highly organized and can support multiple entities while producing accurate and timely results. The ideal candidate will have previus exposure to tax softwear systems and audit work.

Role and Responsibilities
Handle all correspondence from taxing authorities related to indirect tax compliance with timely responses.
Assist with special tax projects assigned by the Tax Manager(s)
Organize and upload data files into the sales & use tax return software and troubleshoot any exceptions that arise prior to filing.
Prepare, file and submit payment for property tax and other indirect tax compliance with appropriate taxing authorities by statutory due dates.
Prepare resale/exemption certificates as requested.
Communicate with business units regarding indirect tax matters and provide low level advice on tax related matters.
Lead tax audits as required, including requests for data, preparing schedules, gathering work papers and other supporting documentation.
Keep informed of current tax developments and effectively apply tax knowledge to business transactions.
Maintain virtual tax compliance files. Scan copies of statements, bills, exemption certificates, notices, tax returns and correspondence as appropriate. Ensure that all documentation is captured in the online drive and meets Tax Department standards and requirements.
US and International travel required.
Qualifications and Education Requirements
Bachelor’s degree in Accounting, Finance, Economics or other related business field required
3-5 years Sales Tax compliance experience in a multi-state corporation
Experience with Vertex Indirect Tax O Series and Vertex Returns
Proficiency in Microsoft Office & Strong Excel skills required
Experience with audit work
Experience with Alteryx a plus
Resale exemption certificate validation a plus
Preferred Qualifications
Strong quantitative and analytical skills
Ability to work independently and interact well with others
Communicate effectively with management and team members
Strong written and verbal communication skills
Ability to meet multiple deadlines and adapt to changing priorities
Must excel at multi-tasking a variety of projects and responsibilities with limited supervision
Ability to research tax law and reach conclusions.
Willingness to travel as necessary
Bertelsmann is a media, services and education company that operates in about 50 countries around the world. Its key geographical markets are Western Europe – especially Germany, France, Britain and Spain – as well as the United States. Bertelsmann’s corporate divisions include RTL Group (television), Penguin Random House (books), Gruner + Jahr (magazines), Arvato (services), Bertelsmann Printing Group (print), Bertelsmann Education Group and Bertelsmann Investments.

Company: Bertelsmann, Inc.

Country: United States of America

State/Region: New York

City: New York

Postal Code: 10019

Job ID: 107541

[[customQuickApply]]107541Bertelsmann, Inc.",Senior Indirect Tax Analyst,"New York, NY",3.6,$10+ billion (USD),157 k$-169 k$ (Esti. de Glassdoor),Media,10000+ Employees,Company - Private
"Sensor Tower
4.6",-1,2013,-1,Research & Development,"Who We Are
Sensor Tower is the leading solution for mobile marketers, app developers, and industry analysts who demand superior competitive insights into the mobile market economy.

We serve independent and Fortune 500 customers alike, spanning the mobile games, music, finance, and broadcast entertainment markets. Our best-in-class enterprise products include Store Intelligence, Usage Intelligence, Ad Intelligence, and App Intelligence.

We are a privately held company headquartered in San Francisco. Our insights are cited by the world’s leading news and finance publications, including the Wall Street Journal, The New York Times, Forbes, Fortune, Bloomberg, CNBC, The Washington Post, and Reuters.

Role Summary
As a Senior Data Scientist, Ad Intelligence, you will be the expert on all things related to competitive insights for the mobile advertising space. You will leverage your mobile advertising and mobile industry knowledge to develop and implement models used to generate our Ad Intelligence data. This data allows one to uncover insights such as which app publishers are advertising the most on mobile app campaigns, which creatives are performing best across certain ad networks, and which ad network a publisher is marketing on the most.

You’ll be working on a wide range of models designed to be able to both accurately estimate the data spanning the largest advertisers and the long tail. Managing the scale of data and the load will be key to ensuring the success of the product. To learn more about one of these challenges, here's a link to our blog post describing how to speed up the backend with graph theory. You can read more about our industry-leading Ad Intelligence solution here.
Requirements
Master's degree or above in mathematics, statistics, or computer science
5+ years applied experience in business intelligence, data mining, analytics, or statistical modeling in technology or mobile industries
3+ years of experience in a technical role within the mobile advertising space (i.e. experience at mobile attribution companies, mobile ad networks, mobile ad agencies)
3+ years of programming experience (Ruby or Python)
A passion for data analysis and presentation of data insights
Ability to communicate effectively with technical developers and non-technical marketing business partners
Ability to self-direct and consider the business impact in project development
Moderate experience implementing machine learning algorithms (e.g. you are able to put your models into production)
Good working knowledge of MongoDB
Strong proficiency with one or more statistical visualization or graphing toolkits (MS Excel, a Javascript framework like Highcharts or Tableau)
Why Join Sensor Tower?
We were named one of the 50 Tech Companies to Know in 2020 by BuiltIn
After seven years of building Sensor Tower off of $1MM (Seed, 2013), we're excited to announce our $45MM growth investment. Read more about it here, in the words of our co-founders.
We have a birds-eye view of the entire mobile app ecosystem, and we keep our teams constantly abreast of the latest mobile app trends, news, and best practices.
You align with our Core Values: Customer-Focused, Innovative, Continuously Learning, Action-Oriented, Respectful, Data & Metrics-Driven.
We grant options to all of our employees because we recognize that everybody plays an integral role in our success; thus all employees should be invested in Sensor Tower (both figuratively and literally).
We offer unlimited PTO, Health and Wellness stipends, flexible work hours, 401K, team trips (white water rafting, Hawaii, and weekend Tahoe mansion trips to name a few), and more
Covid-19 Specific benefits: Stipend to set up your home office and/or gym, WiFi stipend, daily UberEats delivery stipend, and virtual team events
For more information about our Engineering team and what it is like working with them please visit our team page here.

Sensor Tower is proud to be an equal opportunity workplace.

We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status.

Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

If you have a disability or special need that requires accommodation, please let us know.","Senior Data Scientist, Ad Intelligence","New York, NY",4.6,Unknown / Non-Applicable,157 k$-169 k$ (Esti. de Glassdoor),Business Services,51 to 200 Employees,Company - Private
Pagaya Investments,-1,-1,-1,-1,"About The Position

Pagaya is a leading next-generation asset management firm founded in 2015. Combining advanced technology and financial expertise, we use artificial intelligence and state-of-the-art algorithms to uncover exceptional, low-risk high-yield opportunities in alternative credit for investors. Pagaya actively invests in US consumer credit assets.

The Pagaya team is comprised of over 100 professionals in New York and Tel Aviv with expertise in artificial intelligence, data rich alternative assets and asset management. The team manages over $1.7 billion in assets on behalf of institutional investors around the world.

Pagaya just completed its Series D financing of over $100M led by a prominent sovereign wealth fund.

About the Role

The Analyst will be an integral part of the research team and is responsible for data analysis, supporting research and business development as well as driving special projects. This role represents an opportunity to grow alongside a burgeoning, global asset manager.

Responsibilities:

Review and prepare responses from clients, databases, internal audit (review reports and data, due diligence, questionnaires, document issues, etc.)
Participate in project management and sales processes, including analysis and preparation of documentation
Design and conduct data analysis for prospective and ongoing business initiatives
Manage marketing material
Undertake various support tasks associated with the research, analysis and client relationship functions
Liaise with other groups within the firm on cross-functional projects
Manage ad-hoc requests from senior management

The role will offer a unique opportunity for candidates with 1-3 years of experience to gain exposure to multiple groups within a rapidly growing tech-driven manager with a focus on alternative assets classes. While we are quantitatively driven, this is not a financial engineering role. We are looking for a well-rounded individual who is passionate about finance, business development and technology.

Requirements
Advanced Excel and PowerPoint knowledge
Demonstrated analytical, quantitative, and organizational abilities
Exceptional written and verbal communication skills
Ability to multitask with strong attention to detail within tight deadlines
Finance, economics, or business major",Analyst (Generalist),"New York, NY",-1,-1,157 k$-169 k$ (Esti. de Glassdoor),-1,-1,-1
Instagram,-1,-1,-1,-1,"Jobs at Instagram



Data Scientist, Analytics - Instagram Ecosystems


New York, New York, US

Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started.

The Mission of the Instagram Ecosystems team is to make sure that Instagram thinks holistically about the user experience and that the company optimizes for the long term success of the app. While Data Scientists across Instagram are focused on making sure that the products they support are successful, there are important questions that fall out of the scope of a single product group or that simply fall through the cracks. These are the questions that the Ecosystems team is tasked with answering. The projects this team tackles are extremely horizontal, cross functional, and of strategic nature. If you enjoy working on ambiguous, 0 to 1 projects, you’ll enjoy working on this team.

Responsibilities
Develop a framework to establish budgets across product groups so that they make optimal tradeoffs.
Set north star metric goals for the Instagram app.
Present results and recommendations to Instagram leadership.
Ability to communicate the results of analyses with product and leadership teams to influence the strategy of the product.
Define problems and opportunities in a complex or ambiguous area.
Minimum Qualifications
MS, PhD or advanced degree in Computer Science, Engineering, Math, Statistics, Physics, Economics, or equivalent practical experience.
6 plus years of experience working in the analytics field.
Experience working independently and as a member of a cross functional team.
Communications experience and experience explaining technical concepts and analysis implications to varied audiences and translate business objectives into actionable analysis.
Experience in querying and manipulating raw datasets for analysis.
Experience in SQL or other programming languages.
Understanding of statistics (hypothesis testing, regressions, etc.).
Preferred Qualifications
Experience with Hive, R, and Python preferred.
Causal inference experience preferred.
Apply

Instagram is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, genetic information, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.

Instagram is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.","Data Scientist, Analytics - Instagram Ecosystems","New York, NY",-1,Less than $1 million (USD),157 k$-169 k$ (Esti. de Glassdoor),-1,10000+ Employees,Unknown
Jose Merciline,-1,-1,-1,-1,"Location can be remote. As long as the candidate is available to
work during EST business hours and willing to travel to NYC on
need basis. (Post Covid)

Prefer someone close to or willing to NYC or NYC suburbs - Not
must.

This is a fulltime role. The employer is unable to sponsor or
accept candidates who are on Work visa.
Interpret data, clean and analyze results using statistical
techniques and provide ongoing reports
Develop and implement databases, data collection systems, data
analytics and other strategies that optimize statistical
efficiency and quality
Acquire data from primary or secondary data sources and
maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex
data sets
Visualize datasets using Tableau, PowerBI or Looker
Adept in doing qualitative and Quantitative research.
Building automated dashboards in PowerBI, Tableau etc
Database migration and setup.
Requirements
Strong knowledge of and experience with reporting packages
(Business Objects etc), databases (SQL etc), programming (XML,
Javascript, or ETL frameworks)
Knowledge of statistics and experience using statistical
packages for analyzing datasets (Excel, SPSS, SAS etc)
Strong analytical skills with the ability to collect, organize,
analyze, and disseminate significant amounts of information with
attention to detail and accuracy
Adept at queries, report writing and presenting findings
Proficient in Python and statistical and analytical tools like
R
Experience with automation tools for reports automation with
ETL tools
Data mining and querying
Experience maintaining complex data sets and as well data
migration and creating new datasets

Experience with data visualization tools as well as leveraging
Python for creating data visualizations and automating
dashboards.",Data Analyst (fulltime),"New York, NY",-1,-1,157 k$-169 k$ (Esti. de Glassdoor),-1,-1,-1
"Citi
3.8",-1,1812,-1,Investment Banking & Asset Management,"Responsibilities:

Serves as a senior compliance risk officer for Independent Compliance Risk Management (ICRM)’s Surveillance Model Design and Implementation Team responsible for the design, implementation, and oversight for a suite of surveillances designed to detect behaviors that may violate regulatory rules or internal policies and procedures. When potentially anomalous behavior is detected, the team is responsible for working collaboratively with partners across the first and second lines of defense to determine the appropriate resolution of the matter, which may include employee discipline. The ICRM Global Surveillance platform encompasses a number of surveillance related portfolios including trade surveillance, e-communications and voice surveillance, employee trading, outside activities surveillance, and information barrier surveillance.

Key Activities include:

Creating, enhancing and implementing surveillance scenarios and conducting surveillance reviews. Improving surveillance tools and applications by coordinating with Information Technology on the timely implementation of enhancements and proactively addressing potential issues.

Participating in ad-hoc requests, special projects and regulatory exams directed by other organizations within the compliance or legal departments.

Other responsibilities include: overseeing the monitoring to adherence to ICRM’s Risk Policies and relevant procedures; preparing, editing and maintaining Compliance program related materials; interacting and working with other areas within Citi, as necessary; and keeping abreast of regulatory changes, new regulations and internal policy changes in order to further identify new key risk areas.

Interacting with global counterparts in regards to the governance of their surveillance portfolio.
Additional duties as assigned

Qualifications:

Three or more years of experience in data science, machine learning, quantitative research, quantitative analysis, advanced statistical methods, surveillance design, and/or data modeling required
Experience designing and prototyping surveillance patterns using time series analysis, features engineering, random forest, natural language processing, and/or advanced statistical methods highly desirable;
Prior experience managing and delivering surveillance projects highly desirable
Expertise of Compliance laws, rules, regulations, risks and typologies
Strong skills in organizing workflow, ideas and materials
Experience with drafting Business Requirement Documentation (BRD)
Excellent written, verbal and analytical skills
Must be a self-starter, flexible, innovative and adaptive
Highly motivated, strong attention to detail, team oriented, organized
Strong presentation skills with the ability to articulate complex problems and solutions through concise and clear messaging
Ability to work collaboratively with regional and global partners in other functional units; ability to navigate a complex organization; to influence and lead people across cultures at a senior level
Experience in managing regulatory exams and relationships with examiners, auditors, etc.
Awareness of regulatory requirements including local and US laws, international and industry standards

Education:

Bachelor’s degree in business, finance, and/or engineering experience in data science, quantitative research/analysis, advanced statistical methods, and/or data modeling; experience and/or designing communications surveillance and/or trade surveillance; experience in a surveillance function (or similar) within compliance, or other control-related function in the financial services firm, regulatory organization consulting firm, or a combination thereof
Advanced degree (e.g.MS or MBA) preferred
Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - US
Time Type :Full time
Citi is an equal opportunity and affirmative action employer.
Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity.

Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity .

To view the ""EEO is the Law"" poster . To view the EEO is the Law Supplement .
To view the EEO Policy Statement .
To view the Pay Transparency Posting .","VP, Surveillance Design and Implementation -- Data Scientist","Jersey City, NJ",3.8,$10+ billion (USD),135 k$-225 k$ (Esti. de Glassdoor),Finance,10000+ Employees,Company - Public
